sample_id,source,text,true_label,pred_class,target_class,target_class_name,base_prob,base_logit,position,token,masked_prob,masked_logit,prob_drop,logit_drop
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,0,욕,0.4087251126766205,0.09028428792953491,0.11005893349647522,0.05427435040473938
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,1,을,0.559467613697052,0.256825715303421,-0.0406835675239563,-0.11226707696914673
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,2,바가지,0.3843376934528351,-0.04493586719036102,0.13444635272026062,0.18949450552463531
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,3,고,0.6251159906387329,0.2685188949108124,-0.10633194446563721,-0.12396025657653809
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,4,퍼먹어,0.5635762214660645,0.017425335943698883,-0.04479217529296875,0.1271333023905754
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,5,모,0.36224663257598877,-0.33628588914871216,0.15653741359710693,0.48084452748298645
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,6,자르다,0.5580471754074097,0.14888200163841248,-0.039263129234313965,-0.004323363304138184
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,7,호수,0.852128803730011,1.0044047832489014,-0.3333447575569153,-0.8598461449146271
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,8,로,0.38976675271987915,-0.18916921317577362,0.12901729345321655,0.3337278515100479
test_22264,test,욕을 바가지고 퍼먹어도 모잘라 호수로 먹는다,0,0,0,negative,0.5187840461730957,0.1445586383342743,9,먹다,0.5524522662162781,-0.09168960154056549,-0.03366822004318237,0.23624823987483978
test_15543,test,빡빡이 빼고 연기 잘하네 ㄷㄷ 코끼리 연기쩌러,1,0,0,negative,0.534866213798523,0.03923032432794571,0,빡빡이,0.48245859146118164,-0.061277806758880615,0.05240762233734131,0.10050813108682632
test_15543,test,빡빡이 빼고 연기 잘하네 ㄷㄷ 코끼리 연기쩌러,1,0,0,negative,0.534866213798523,0.03923032432794571,1,빼다,0.5206143856048584,-0.08242836594581604,0.01425182819366455,0.12165869027376175
test_15543,test,빡빡이 빼고 연기 잘하네 ㄷㄷ 코끼리 연기쩌러,1,0,0,negative,0.534866213798523,0.03923032432794571,2,연기,0.5450253486633301,0.20191222429275513,-0.010159134864807129,-0.16268189996480942
test_15543,test,빡빡이 빼고 연기 잘하네 ㄷㄷ 코끼리 연기쩌러,1,0,0,negative,0.534866213798523,0.03923032432794571,3,ㄷㄷ,0.6310272216796875,0.2940709590911865,-0.09616100788116455,-0.2548406347632408
test_15543,test,빡빡이 빼고 연기 잘하네 ㄷㄷ 코끼리 연기쩌러,1,0,0,negative,0.534866213798523,0.03923032432794571,4,코끼리,0.25465038418769836,-0.6054592728614807,0.2802158296108246,0.6446895971894264
test_15543,test,빡빡이 빼고 연기 잘하네 ㄷㄷ 코끼리 연기쩌러,1,0,0,negative,0.534866213798523,0.03923032432794571,5,연기,0.6958882212638855,0.596000075340271,-0.16102200746536255,-0.5567697510123253
test_15543,test,빡빡이 빼고 연기 잘하네 ㄷㄷ 코끼리 연기쩌러,1,0,0,negative,0.534866213798523,0.03923032432794571,6,쩌러,0.6878252625465393,0.38590753078460693,-0.15295904874801636,-0.3466772064566612
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,0,게,0.9803686738014221,1.5831390619277954,0.0033982396125793457,0.24725055694580078
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,1,뭐,0.9794841408729553,1.6674467325210571,0.004282772541046143,0.16294288635253906
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,2,야,0.9790776371955872,1.5821384191513062,0.004689276218414307,0.24825119972229004
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,3,?,0.9844244718551636,1.8711692094802856,-0.0006575584411621094,-0.04077959060668945
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,4,질질,0.9754503965377808,1.5415364503860474,0.008316516876220703,0.28885316848754883
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,5,끄다,0.971701443195343,1.443703055381775,0.012065470218658447,0.3866865634918213
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,6,황,0.9734719395637512,1.8533203601837158,0.010294973850250244,-0.02293074131011963
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,7,급하다,0.9874593019485474,1.7366193532943726,-0.0036923885345458984,0.09377026557922363
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,8,종영,0.9953032732009888,2.532607316970825,-0.011536359786987305,-0.702217698097229
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,9,듯,0.967286229133606,1.7564152479171753,0.016480684280395508,0.0739743709564209
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,10,삼류,0.9179398417472839,1.0053675174713135,0.06582707166671753,0.8250221014022827
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,11,드라마,0.9854754209518433,1.730419397354126,-0.0017085075378417969,0.09997022151947021
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,12,같다,0.9882897138595581,2.0912158489227295,-0.004522800445556641,-0.2608262300491333
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,13,전개,0.9838578104972839,1.8760969638824463,-9.08970832824707e-05,-0.0457073450088501
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,0.9837669134140015,1.8303896188735962,14,?,0.9795522093772888,1.814918875694275,0.0042147040367126465,0.015470743179321289
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,0,엥,0.6726478338241577,0.1501198410987854,0.0007773041725158691,0.1761646866798401
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,1,여자,0.566323459148407,-0.08164966106414795,0.1071016788482666,0.40793418884277344
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,2,자기,0.48209989070892334,-0.00039690732955932617,0.19132524728775024,0.3266814351081848
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,3,국민,0.7375183701515198,0.5106773376464844,-0.06409323215484619,-0.1843928098678589
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,4,죽이다,0.6521354913711548,0.32835447788238525,0.0212896466255188,-0.0020699501037597656
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,5,달라,0.7391439080238342,0.2525694966316223,-0.06571877002716064,0.07371503114700317
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,6,고,0.634514331817627,0.030961811542510986,0.03891080617904663,0.2953227162361145
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,7,외국,0.6216534376144409,0.3914450407028198,0.051771700382232666,-0.06516051292419434
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,8,군인,0.6505124568939209,0.34978023171424866,0.022912681102752686,-0.02349570393562317
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,9,불,0.6844075322151184,0.21705669164657593,-0.010982394218444824,0.10922783613204956
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,10,여,0.7197343111038208,0.5652346611022949,-0.04630917310714722,-0.23895013332366943
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,11,들이다,0.7155096530914307,0.5224809646606445,-0.04208451509475708,-0.19619643688201904
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,12,여,0.7329651117324829,0.7312910556793213,-0.059539973735809326,-0.4050065279006958
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,13,자아,0.7820596694946289,0.5918301343917847,-0.10863453149795532,-0.2655456066131592
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,14,님,0.7470306158065796,0.5802023410797119,-0.073605477809906,-0.2539178133010864
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0.6734251379966736,0.3262845277786255,15,?,0.5016060471534729,0.12055850028991699,0.17181909084320068,0.2057260274887085
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,0.790494978427887,0.17033803462982178,0,중반,0.7357714176177979,0.11514154076576233,0.05472356081008911,0.05519649386405945
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,0.790494978427887,0.17033803462982178,1,부,0.7634214758872986,0.19330281019210815,0.02707350254058838,-0.022964775562286377
